id,page,type
236,Argorok.html,CHARACTER
236,Argorok.html,DUNGEON
237,Ariane.html,LOCATION
237,Ariane.html,CHARACTER
238,Aris_Beach.html,LOCATION
239,Arm_Mimic.html,ENEMY
239,Arm_Mimic.html,CHARACTER
240,Armes.html,LOCATION
240,Armes.html,CHARACTER
242,Armor.html,ITEM
244,Armor_Ring_L-1.html,ITEM
246,Armor_Ring_L-3.html,LOCATION
247,Armor_Seed.html,ITEM
248,Armoranth.html,ITEM
249,Armored_Carp.html,ITEM
250,Armored_Helmet.html,ITEM
251,Armored_Porgy.html,ITEM
252,Armored_Top.html,ITEM
253,Armored_Train.html,ENEMY
253,Armored_Train.html,CHARACTER
254,Armored_Trousers.html,ITEM
255,Armorer.html,CHARACTER
256,Armos.html,ENEMY
256,Armos.html,CHARACTER
257,Armos_Knight.html,ENEMY
257,Armos_Knight.html,CHARACTER
258,Armos_Knight_(Link's_Awakening).html,ENEMY
258,Armos_Knight_(Link's_Awakening).html,CHARACTER
259,Armos_Knights.html,LOCATION
259,Armos_Knights.html,ENEMY
259,Armos_Knights.html,CHARACTER
259,Armos_Knights.html,DUNGEON
262,Armos_Statue.html,ITEM
263,Armos_Titan.html,LOCATION
263,Armos_Titan.html,ENEMY
263,Armos_Titan.html,CHARACTER
264,Armos_Warrior.html,ENEMY
264,Armos_Warrior.html,CHARACTER
265,Arn.html,CHARACTER
266,Aroo.html,RACE
266,Aroo.html,CHARACTER
268,Arrghus_(A_Link_Between_Worlds).html,LOCATION
268,Arrghus_(A_Link_Between_Worlds).html,ENEMY
268,Arrghus_(A_Link_Between_Worlds).html,CHARACTER
268,Arrghus_(A_Link_Between_Worlds).html,DUNGEON
269,Arrghus_(A_Link_to_the_Past).html,LOCATION
269,Arrghus_(A_Link_to_the_Past).html,ENEMY
269,Arrghus_(A_Link_to_the_Past).html,CHARACTER
269,Arrghus_(A_Link_to_the_Past).html,DUNGEON
270,Arrghus_(Tri_Force_Heroes).html,ENEMY
270,Arrghus_(Tri_Force_Heroes).html,CHARACTER
271,Arrow.html,LOCATION
271,Arrow.html,STORE
271,Arrow.html,ITEM
272,Arrow_Orb.html,ITEM
273,Arrow_Specialty_Shop.html,SHOP
273,Arrow_Specialty_Shop.html,LOCATION
274,Arrows.html,LOCATION
274,Arrows.html,STORE
274,Arrows.html,ITEM
275,Arrows_of_Burning_Heat.html,QUEST
275,Arrows_of_Burning_Heat.html,ITEM
276,Art_and_Artifacts.html,VIDEOGAME
277,Artist's_Beret.html,ITEM
278,Aru_Lowder.html,ENEMY
278,Aru_Lowder.html,CHARACTER
279,Arwing.html,ENEMY
279,Arwing.html,CHARACTER
280,Aryll's_Lookout.html,LOCATION
281,Aryll.html,CHARACTER
282,Ash_Swamp.html,LOCATION
284,Ashe.html,LOCATION
284,Ashe.html,CHARACTER
286,Ashei's_Sketch.html,ITEM
288,Aster.html,LOCATION
288,Aster.html,CHARACTER
289,Astral_Observatory.html,LOCATION
290,Astrid.html,CHARACTER
293,Atun_Valley.html,LOCATION
295,Auros_Ruins.html,LOCATION
295,Auros_Ruins.html,CHARACTER
297,Auru.html,CHARACTER
300,Aveil.html,CHARACTER
304,Axyl.html,CHARACTER
305,Aya.html,LOCATION
305,Aya.html,CHARACTER
306,Azu.html,CHARACTER
307,BS_The_Legend_of_Zelda.html,VIDEOGAME
309,BS_Zelda_no_Densetsu.html,VIDEOGAME
312,Baba_Bud.html,CHARACTER
312,Baba_Bud.html,ITEM
313,Baba_Serpent.html,ENEMY
313,Baba_Serpent.html,CHARACTER
313,Baba_Serpent.html,ITEM
313,Baba_Serpent.html,WEAPON
314,Babi.html,CHARACTER
315,Babusu.html,ENEMY
315,Babusu.html,CHARACTER
316,Baby_Dodongo.html,ENEMY
316,Baby_Dodongo.html,CHARACTER
317,Baby_Gohma.html,ENEMY
317,Baby_Gohma.html,CHARACTER
318,Baby_Maiamai.html,LOCATION
318,Baby_Maiamai.html,ITEM
319,Baby_Turtles.html,CHARACTER
320,Back_Alley.html,LOCATION
322,Backroom.html,LOCATION
323,Bad_Bat.html,ENEMY
323,Bad_Bat.html,CHARACTER
325,Bad_Uncle_Rupee's_Ashen_Rupeeland.html,CHARACTER
325,Bad_Uncle_Rupee's_Ashen_Rupeeland.html,ITEM
327,Bag_Guy.html,CHARACTER
329,Baga_Tree.html,LOCATION
329,Baga_Tree.html,CHARACTER
330,Bago_Bago.html,LOCATION
330,Bago_Bago.html,ENEMY
330,Bago_Bago.html,CHARACTER
331,Bagu's_Note.html,ITEM
332,Bagu.html,CHARACTER
333,Bait_Bag.html,ITEM
334,Baito.html,CHARACTER
335,Baked_Apple.html,ITEM
336,Baked_Fortified_Pumpkin.html,ITEM
337,Baked_Palm_Fruit.html,ITEM
338,Bakery_of_Wheaton_and_Pita.html,SHOP
338,Bakery_of_Wheaton_and_Pita.html,LOCATION
339,Ball_&_Chain_Trooper.html,ENEMY
339,Ball_&_Chain_Trooper.html,CHARACTER
340,Ball_and_Chain.html,ITEM
340,Ball_and_Chain.html,WEAPON
341,Ball_and_Chain_Trooper.html,ENEMY
341,Ball_and_Chain_Trooper.html,CHARACTER
346,Ballad_of_the_Wind_Fish_(Link's_Awakening).html,LOCATION
347,Ballad_of_the_Wind_Fish_(Majora's_Mask).html,LOCATION
347,Ballad_of_the_Wind_Fish_(Majora's_Mask).html,STORE
347,Ballad_of_the_Wind_Fish_(Majora's_Mask).html,ITEM
349,Balloon_Flight.html,QUEST
349,Balloon_Flight.html,ITEM
351,Bamboo.html,CHARACTER
352,Bamboo_Island.html,LOCATION
352,Bamboo_Island.html,ISLAND
353,Bamboozle_Grass.html,ITEM
354,Bana_Bana.html,LOCATION
354,Bana_Bana.html,ENEMY
354,Bana_Bana.html,CHARACTER
354,Bana_Bana.html,DUNGEON
356,Bananas.html,LOCATION
356,Bananas.html,QUEST
356,Bananas.html,ITEM
358,Banji.html,LOCATION
358,Banji.html,CHARACTER
359,Bank_of_Wishes.html,LOCATION
360,Banker.html,CHARACTER
362,Bannan_Island_(Breath_of_the_Wild).html,LOCATION
367,Barbarian_Armor.html,CHARACTER
367,Barbarian_Armor.html,ITEM
368,Barbarian_Helm.html,ITEM
369,Barbarian_Leg_Wraps.html,ITEM
370,Bard.html,CHARACTER
371,Bareeda_Naag.html,CHARACTER
372,Bareeda_Naag_Shrine.html,LOCATION
372,Bareeda_Naag_Shrine.html,SHRINE
373,Bargoh.html,CHARACTER
374,Bari.html,ENEMY
374,Bari.html,CHARACTER
375,Barinade.html,LOCATION
375,Barinade.html,ENEMY
375,Barinade.html,CHARACTER
375,Barinade.html,DUNGEON
376,Baris.html,CHARACTER
377,Barkle.html,CHARACTER
379,Baron.html,CHARACTER
380,Barrel.html,ITEM
381,Barrel_House.html,LOCATION
382,Barrel_Shoot.html,ITEM
384,Barta.html,CHARACTER
385,Barula_Plain.html,LOCATION
388,Basht_and_Bisht.html,CHARACTER
392,Batrea_Lake.html,LOCATION
393,Batreaux's_House.html,LOCATION
394,Batreaux.html,CHARACTER
397,Battle_Robot.html,ITEM
398,Baumer.html,LOCATION
398,Baumer.html,CHARACTER
399,Bawb.html,ENEMY
399,Bawb.html,CHARACTER
401,Bayge.html,CHARACTER
403,Bazaar_(Hyrule_Warriors).html,SHOP
403,Bazaar_(Hyrule_Warriors).html,LOCATION
404,Bazaar_(Ocarina_of_Time).html,SHOP
404,Bazaar_(Ocarina_of_Time).html,LOCATION
405,Bazaar_(Skyward_Sword).html,LOCATION
407,Bazz.html,CHARACTER
410,Beamos.html,ENEMY
410,Beamos.html,CHARACTER
412,Bean_(The_Minish_Cap).html,ITEM
413,Bean_Seller.html,CHARACTER
414,Bean_Stalk.html,ITEM
421,Beavers.html,CHARACTER
423,Bedoli.html,LOCATION
423,Bedoli.html,CHARACTER
424,Bedroom_Key.html,ITEM
425,Bee.html,ENEMY
425,Bee.html,CHARACTER
426,Bee_Badge.html,VIDEOGAME
426,Bee_Badge.html,ITEM
427,Bee_Guy.html,CHARACTER
428,Bee_Larva.html,ITEM
429,Beedle's_Air_Shop.html,LOCATION
430,Beedle's_Chart.html,LOCATION
431,Beedle's_Insect_Cage.html,ITEM
432,Beedle's_Island.html,SHOP
432,Beedle's_Island.html,LOCATION
432,Beedle's_Island.html,ISLAND
433,Beedle's_Shop_Ship.html,SHOP
433,Beedle's_Shop_Ship.html,LOCATION
434,Beedle.html,CHARACTER
435,Beehive.html,ITEM
437,Beetle_(enemy).html,ENEMY
437,Beetle_(enemy).html,CHARACTER
438,Beetle_(item).html,ITEM
439,Beetle_King_Death_Bug.html,ENEMY
439,Beetle_King_Death_Bug.html,CHARACTER
440,Beetle_Lord_Death_Bug.html,LOCATION
440,Beetle_Lord_Death_Bug.html,ENEMY
440,Beetle_Lord_Death_Bug.html,CHARACTER
440,Beetle_Lord_Death_Bug.html,DUNGEON
441,Beggar.html,LOCATION
441,Beggar.html,CHARACTER
441,Beggar.html,STORE
442,Belari.html,CHARACTER
444,Bell_(A_Link_Between_Worlds).html,ITEM
446,Bella.html,CHARACTER
448,Bellum_(boss).html,ENEMY
448,Bellum_(boss).html,CHARACTER
450,Bellumbeck.html,ENEMY
450,Bellumbeck.html,CHARACTER
451,Beneath_the_Graveyard.html,LOCATION
452,Beneath_the_Well.html,LOCATION
452,Beneath_the_Well.html,DUNGEON
454,Benny.html,CHARACTER
455,Berry.html,CHARACTER
456,Bertie.html,CHARACTER
457,Bertri.html,CHARACTER
458,Beta_Gohma.html,VIDEOGAME
459,Beta_Moblin.html,ENEMY
459,Beta_Moblin.html,CHARACTER
462,Beth_(Ocarina_of_Time%2FMajora's_Mask).html,CHARACTER
465,Big_Bang.html,ITEM
466,Big_Blin.html,ENEMY
466,Big_Blin.html,CHARACTER
469,Big_Blue_ChuChu.html,LOCATION
469,Big_Blue_ChuChu.html,ENEMY
469,Big_Blue_ChuChu.html,CHARACTER
469,Big_Blue_ChuChu.html,DUNGEON
470,Big_Bomb_Outfit.html,ITEM
471,Big_Bro.html,CHARACTER
472,Big_Bug_Net.html,ITEM
473,Big_Catch_Flag.html,SHOP
473,Big_Catch_Flag.html,LOCATION
473,Big_Catch_Flag.html,QUEST
473,Big_Catch_Flag.html,ITEM
475,Big_Dodongo.html,ENEMY
475,Big_Dodongo.html,CHARACTER
478,Big_Green_ChuChu.html,LOCATION
478,Big_Green_ChuChu.html,ENEMY
478,Big_Green_ChuChu.html,CHARACTER
478,Big_Green_ChuChu.html,DUNGEON
482,Big_Octorok.html,LOCATION
482,Big_Octorok.html,ENEMY
482,Big_Octorok.html,CHARACTER
482,Big_Octorok.html,DUNGEON
484,Big_Poe.html,LOCATION
484,Big_Poe.html,ENEMY
484,Big_Poe.html,CHARACTER
484,Big_Poe.html,STORE
485,Big_Poe_Necklace.html,ITEM
486,Big_Quiver.html,ITEM
487,Big_Sale_Flag.html,SHOP
487,Big_Sale_Flag.html,LOCATION
487,Big_Sale_Flag.html,QUEST
487,Big_Sale_Flag.html,ITEM
488,Big_Skulltula.html,ENEMY
488,Big_Skulltula.html,CHARACTER
489,Big_Twin_Bridge.html,LOCATION
490,Big_Wallet.html,ITEM
492,Biggoron's_Sword.html,ITEM
492,Biggoron's_Sword.html,WEAPON
493,Biggoron.html,CHARACTER
494,Biggoron_Sword.html,ITEM
494,Biggoron_Sword.html,WEAPON
496,Bigocto_(Ocarina_of_Time).html,LOCATION
496,Bigocto_(Ocarina_of_Time).html,ENEMY
496,Bigocto_(Ocarina_of_Time).html,CHARACTER
496,Bigocto_(Ocarina_of_Time).html,DUNGEON
497,Bilocyte.html,ENEMY
497,Bilocyte.html,CHARACTER
498,Binding_Force.html,ITEM
499,Bindle.html,CHARACTER
500,Bio-Electric_Cube.html,LOCATION
500,Bio-Electric_Cube.html,ENEMY
500,Bio-Electric_Cube.html,CHARACTER
500,Bio-Electric_Cube.html,DUNGEON
502,Bipin's_and_Blossom's_Son.html,CHARACTER
504,Bird's_Peak_Rock.html,LOCATION
506,Bird-Masked_Man.html,CHARACTER
507,Bird_Egg.html,SHOP
507,Bird_Egg.html,LOCATION
507,Bird_Egg.html,ITEM
508,Bird_Feather.html,ITEM
509,Bird_Key.html,DUNGEON
509,Bird_Key.html,LOCATION
509,Bird_Key.html,ITEM
510,Bird_Lover.html,CHARACTER
512,Bird_Statue.html,ITEM
513,Bird_Statuette.html,ITEM
514,Biri.html,ENEMY
514,Biri.html,CHARACTER
514,Biri.html,ITEM
514,Biri.html,WEAPON
515,Birida_Lookout.html,LOCATION
516,Biron_Snowshelf.html,LOCATION
517,Bit.html,ENEMY
517,Bit.html,CHARACTER
518,Blaaz.html,LOCATION
518,Blaaz.html,ENEMY
518,Blaaz.html,CHARACTER
518,Blaaz.html,DUNGEON
519,Black_Bokoblin.html,ENEMY
519,Black_Bokoblin.html,CHARACTER
520,Black_Chu_Jelly.html,ITEM
522,Black_Knight.html,ENEMY
522,Black_Knight.html,CHARACTER
523,Black_Moblin.html,ENEMY
523,Black_Moblin.html,CHARACTER
525,Blackened_Crab.html,ITEM
526,Blacksmith's_Wife.html,CHARACTER
527,Blacksmith.html,CHARACTER
532,Bladon.html,CHARACTER
533,Blaino's_Gym.html,LOCATION
535,Blaino_(Link's_Awakening).html,LOCATION
535,Blaino_(Link's_Awakening).html,ENEMY
535,Blaino_(Link's_Awakening).html,CHARACTER
535,Blaino_(Link's_Awakening).html,DUNGEON
540,Blastworm.html,ENEMY
540,Blastworm.html,CHARACTER
541,Blatchery_Plain.html,LOCATION
544,Blessed_Idol.html,ITEM
547,Blind.html,ENEMY
547,Blind.html,CHARACTER
548,Blizzagia.html,ENEMY
548,Blizzagia.html,CHARACTER
549,Blizzard_Rod.html,ITEM
550,Blizzeta.html,ENEMY
550,Blizzeta.html,CHARACTER
551,Blizzrobe.html,ENEMY
551,Blizzrobe.html,CHARACTER
552,Blob.html,ENEMY
552,Blob.html,CHARACTER
554,Block.html,ITEM
557,Bloodleaf_Lake.html,LOCATION
558,Blooper.html,ENEMY
558,Blooper.html,CHARACTER
559,Blossom.html,CHARACTER
560,Bludo.html,CHARACTER
561,Blue_Bird_Feather.html,ITEM
562,Blue_Bokoblin.html,ENEMY
562,Blue_Bokoblin.html,CHARACTER
563,Blue_Bracelet.html,ITEM
564,Blue_Bubble.html,ENEMY
564,Blue_Bubble.html,CHARACTER
565,Blue_Candle.html,ITEM
566,Blue_Chu.html,LOCATION
566,Blue_Chu.html,STORE
567,Blue_ChuChu.html,ENEMY
567,Blue_ChuChu.html,CHARACTER
568,Blue_Clothes.html,ITEM
571,Blue_Guide_Book.html,ITEM
573,Blue_Holy_Ring.html,ITEM
575,Blue_Knight.html,CHARACTER
576,Blue_Lizalfos.html,LOCATION
576,Blue_Lizalfos.html,ENEMY
576,Blue_Lizalfos.html,CHARACTER
577,Blue_Luck_Ring.html,ITEM
578,Blue_Mail.html,ITEM
581,Blue_Potion.html,ITEM
583,Blue_Ring.html,ITEM
585,Blue_Stalfos.html,ENEMY
585,Blue_Stalfos.html,CHARACTER
586,Blue_Ting.html,ITEM
590,Blupee.html,RACE
591,Blynne.html,LOCATION
591,Blynne.html,CHARACTER
594,Boat_Rental_Cabin.html,SHOP
594,Boat_Rental_Cabin.html,LOCATION
595,Boating_Course.html,LOCATION
595,Boating_Course.html,ISLAND
596,Bob-omb.html,ENEMY
596,Bob-omb.html,CHARACTER
599,Bodyguard.html,CHARACTER
600,Boe.html,ENEMY
600,Boe.html,CHARACTER
601,Bohrin.html,LOCATION
601,Bohrin.html,CHARACTER
602,Boko_Baba_Seed.html,LOCATION
602,Boko_Baba_Seed.html,STORE
602,Boko_Baba_Seed.html,ITEM
603,Boko_Bat.html,ITEM
603,Boko_Bat.html,WEAPON
604,Boko_Bow.html,ITEM
605,Boko_Club.html,ITEM
605,Boko_Club.html,WEAPON
606,Boko_Nut.html,ITEM
607,Boko_Shield.html,ITEM
608,Boko_Spear.html,ITEM
609,Boko_Stick.html,LOCATION
609,Boko_Stick.html,STORE
609,Boko_Stick.html,ITEM
610,Bokoblin.html,ENEMY
610,Bokoblin.html,CHARACTER
611,Bokoblin_Arm.html,ITEM
611,Bokoblin_Arm.html,WEAPON
612,Bokoblin_Base.html,LOCATION
615,Bokoblin_Guts.html,SHOP
615,Bokoblin_Guts.html,LOCATION
617,Bokoblin_Liver.html,SHOP
617,Bokoblin_Liver.html,LOCATION
618,Bokoblin_Mask.html,ITEM
619,Bokoblin_Summoner.html,ENEMY
619,Bokoblin_Summoner.html,CHARACTER
620,Bokoblins.html,ENEMY
620,Bokoblins.html,CHARACTER
621,Boldon.html,CHARACTER
623,Bolson.html,CHARACTER
625,Bomb-Shop_Man.html,CHARACTER
626,Bomb.html,ITEM
627,Bomb_Arrow.html,ITEM
628,Bomb_Arrows.html,ITEM
629,Bomb_Bag.html,ITEM
630,Bomb_Barrel.html,ITEM
631,Bomb_Fish.html,ENEMY
631,Bomb_Fish.html,CHARACTER
632,Bomb_Flower.html,ITEM
633,Bomb_Flowers.html,ITEM
635,Bomb_Island.html,LOCATION
638,Bombarossa.html,ENEMY
638,Bombarossa.html,CHARACTER
639,Bombchu.html,ITEM
640,Bombchu_Bag.html,ITEM
641,Bombchu_Bowling_Alley.html,LOCATION
641,Bombchu_Bowling_Alley.html,CHARACTER
642,Bombchu_Shop.html,SHOP
642,Bombchu_Shop.html,LOCATION
643,Bomber's_Notebook.html,ITEM
644,Bomber's_Ring.html,ITEM
645,Bomber.html,ENEMY
645,Bomber.html,CHARACTER
646,Bombers'_Hideout.html,LOCATION
647,Bombers'_Notebook.html,ITEM
648,Bombers'_Notebook_Tasks.html,QUEST
652,Bombos_Medallion.html,ITEM
654,Bombs.html,ITEM
655,Bomskit.html,ENEMY
655,Bomskit.html,CHARACTER
656,Bone_Cucco.html,RACE
658,Bone_Ocarina.html,ITEM
659,Bone_Pond.html,LOCATION
660,Bone_Putter.html,ENEMY
660,Bone_Putter.html,CHARACTER
662,Boneyard_Bridge.html,LOCATION
663,Bongo_Bongo.html,LOCATION
663,Bongo_Bongo.html,ENEMY
663,Bongo_Bongo.html,CHARACTER
663,Bongo_Bongo.html,DUNGEON
664,Bonooru's_Stand.html,LOCATION
665,Bonooru.html,CHARACTER
667,BonÇ_Pond.html,LOCATION
668,Boo_Buddy.html,ENEMY
668,Boo_Buddy.html,CHARACTER
668,Boo_Buddy.html,ITEM
668,Boo_Buddy.html,WEAPON
670,Book_of_Koridai.html,LOCATION
670,Book_of_Koridai.html,SHRINE
670,Book_of_Koridai.html,ITEM
671,Book_of_Magic.html,ITEM
672,Book_of_Mudora.html,ITEM
673,Book_of_Seals.html,ITEM
675,Boom_Bam_Golf.html,LOCATION
676,Boomerang.html,ITEM
677,Boomerang_(Breath_of_the_Wild).html,ITEM
678,Boomerang_Dealer.html,CHARACTER
679,Boomeranger.html,ITEM
680,Boon.html,ENEMY
680,Boon.html,CHARACTER
684,Boots_(The_Adventure_of_Link).html,DUNGEON
684,Boots_(The_Adventure_of_Link).html,LOCATION
684,Boots_(The_Adventure_of_Link).html,ITEM
685,Borlov.html,CHARACTER
686,Bosh_Kala.html,CHARACTER
687,Bosh_Kala_Shrine.html,LOCATION
690,Boss_Challenge.html,ENEMY
690,Boss_Challenge.html,CHARACTER
692,Boss_Key.html,LOCATION
692,Boss_Key.html,STORE
